Iphone	tag	zhi_score	phone_score	guide_score	risk_level	high_orders	airport_orders	company	consume	area
3969278	0	3	2	0	1	0	0	0.282	0.585	0
3656358	0	6	3	0	1	0	3	0.729	0.504	0
941663	0	5	3	0	1	0	1	0.298	0.263	0
6267988	0	3	2	0	1	0	0	0.599	0.159	0
9861322	0	5	3	0	1	0	0	1	0.375	0
7211281	0	3	3	0	1	0	0	0.38	0.621	1
442589	0	6	4	0	1	0	0	0.474	0.447	0
4489327	0	4	4	0	1	3	1	0.856	0.705	1
9199252	0	4	3	0	1	0	1	0.529	0.408	0
5876435	0	4	3	0	1	0	0	0.592	0.096	0
6072028	0	5	3	0	0	0	1	0.941	0.551	0
7014805	0	3	6	0	1	0	0	0.338	0.234	0
1904363	0	5	4	0	1	0	0	0.723	0.995	0
5686291	0	3	5	0	1	0	48	1	0.222	0
566495	0	5	4	0	1	0	0	0.098	0.226	0
6845486	0	2	3	3	1	0	0	0.267	0.387	1
3741392	0	3	3	5	1	0	0	0.218	0.093	0
4060322	0	3	2	0	1	0	0	0.379	0.444	0
7037846	0	4	3	5	1	0	1	0.521	0.39	0
467371	0	5	3	0	1	0	0	0.514	0.237	0
9221096	0	5	8	0	1	0	0	0.872	0.234	0
4471492	0	5	3	0	1	0	7	0.043	0.647	0
4148505	0	3	9	0	1	0	0	0	0.234	0
9965952	0	4	2	0	1	0	0	0.87	0.042	0
3571409	0	5	3	0	1	0	0	0.971	0.482	0
4196944	0	3	2	0	1	0	0	0.087	0.293	0
7251066	0	3	2	0	1	0	0	0.622	0.311	0
1916974	0	5	3	0	1	0	8	0.634	0.555	0
3395831	0	5	5	0	1	0	0	0.101	0	0
4166572	0	4	3	0	1	0	0	0.656	0.177	0
4035074	0	5	3	0	1	0	0	0.648	0.297	0
4701342	0	3	3	0	1	0	1	0.451	0.541	0
4693993	0	3	4	0	1	0	5	0.166	0.285	0
7968206	0	4	3	0	1	0	0	0.207	0.133	0
4898214	0	2	3	0	1	0	1	0.6	0.281	0
5063001	0	3	3	0	1	0	0	1	0.54	0
78998	0	3	4	0	1	0	0	0.976	0.461	0
2000430	0	2	3	0	1	0	1	0.412	0.255	0
8591768	0	6	4	0	1	0	0	0.487	0.799	0
9811475	0	5	4	0	1	0	3	0.967	0.58	0
1745273	0	3	4	0	1	0	2	0.151	0.277	0
8504058	0	4	3	0	1	0	0	0.53	0.566	0
5560377	0	5	4	0	1	0	6	0.018	0.304	0
313918	0	4	4	0	1	0	0	0.044	0.202	1
4747380	0	5	4	0	1	0	0	0.132	0.497	0
1444762	0	4	3	0	1	0	0	0.01	0.157	0
3374425	0	4	4	0	1	0	0	0.978	0.511	0
9276410	0	4	3	0	1	0	0	0.154	0.264	0
2460791	0	6	4	0	1	0	0	0.254	0.178	0
9949185	0	6	11	0	1	0	0	1	0.598	1
7704903	0	6	4	0	1	0	0	1	0.379	0
6735261	0	4	4	0	1	0	0	0.778	0.52	0
1882029	0	4	4	0	1	0	7	0.036	0.056	0
3439077	0	3	42	0	1	0	0	0.543	0.142	0
1463704	0	5	3	0	1	0	6	0.929	0.356	0
7538845	0	5	4	0	1	0	1	0.108	0.197	0
5015240	0	4	2	0	1	0	0	0	0	1
9218828	0	3	3	0	1	0	1	0.265	0.171	0
3776371	0	4	3	15	1	0	0	0.087	0.019	0
2425905	0	4	2	0	1	0	1	0.95	0.408	0
5948826	0	3	4	0	1	0	1	0.047	0.476	1
5184667	0	4	4	0	1	0	1	0.928	0.327	0
2168448	0	3	4	0	1	0	0	0.099	0.382	0
2546927	0	4	4	0	1	0	0	0.431	0.381	0
1585378	0	4	4	0	1	0	0	0.173	0.351	0
5231624	0	5	3	0	1	0	0	0.965	0.278	0
8323341	0	3	4	0	1	0	1	0.199	0.693	0
2817106	0	3	3	0	1	0	0	0.989	0.371	0
6598625	0	5	3	0	1	0	0	1	0.887	0
6583282	0	4	3	0	1	0	0	0.189	0.141	0
8093270	0	2	11	2	1	0	0	0.104	0.192	0
4810493	0	5	2	0	1	0	0	0.806	0.355	0
4535900	0	3	4	0	1	0	0	0.728	0	0
4188927	0	5	2	0	1	0	0	0.114	0.376	0
9189051	0	5	4	0	1	0	7	0.219	0.604	0
6283299	0	3	3	0	1	0	0	0.64	0.294	0
1968409	0	3	2	0	1	0	0	0.087	0.35	0
6283492	0	2	9	0	1	0	9	0.817	0.458	0
6722163	0	3	4	0	1	0	0	0.348	0.407	0
5821807	0	4	3	0	1	0	0	0.596	0.227	0
2735325	0	3	3	0	1	0	0	0.869	0.288	0
1434131	0	3	6	0	1	3	3	0.121	0.304	0
2244505	0	6	4	0	1	0	3	0.872	0.307	0
2473855	0	4	4	0	1	5	0	0.95	0.28	0
916235	0	4	4	0	1	0	0	0.742	0.207	0
526571	0	4	4	0	1	0	0	0.791	0.227	0
8369233	0	3	3	0	1	0	1	0.541	0.295	0
3927225	0	4	4	0	1	0	0	0.974	0.549	0
84411	0	5	4	0	1	0	0	0.906	0.218	0
6184092	0	4	2	0	1	0	0	0.272	0.745	0
3640357	0	4	4	0	1	1	1	0.046	0.387	0
240126	0	4	4	0	1	0	0	0.98	0.152	0
8092883	0	4	3	0	1	0	0	0.826	0.054	0
2029737	0	5	4	0	1	1	2	0.878	0.584	0
3071022	0	6	3	0	1	0	1	0	0	0
5323068	0	6	4	0	1	0	4	1	0.776	1
4601080	0	5	3	30	1	0	0	0.842	0.182	0
2970388	0	5	4	0	1	0	0	0.009	0.223	1
215227	0	4	3	0	1	0	0	0.9	0.194	1
8073021	0	2	4	20	1	0	0	0.645	0.639	0
246472	0	4	4	0	0	0	0	0.365	0.242	0
1660514	0	2	2	0	1	0	0	0.053	0.145	0
8405378	0	5	4	0	1	0	0	0.886	0.086	0
8292929	0	6	3	0	1	0	0	0.832	0.489	0
3664544	0	5	3	0	1	0	0	0.922	0.141	0
7136375	0	6	7	0	1	0	0	0.043	0.201	0
6639435	0	6	4	0	1	0	0	1	0.289	0
8347195	0	3	3	0	1	0	1	0.926	0.403	0
2618015	0	4	3	0	1	0	0	0.942	0.027	0
1523891	0	6	37	0	1	0	0	0	0	0
6623702	0	5	4	0	1	0	1	1	0.284	1
1429653	0	6	17	0	1	0	0	0.705	0.528	0
6660306	0	4	3	0	1	0	0	0.087	0.371	0
668960	0	5	3	0	1	0	7	0.277	0.327	0
8051328	0	3	19	0	1	0	0	0.11	0.557	0
9840539	1	4	4	0	0	0	0	0.551	0.05	0
3774040	0	3	4	0	1	0	4	0.281	0.439	0
1097519	0	5	4	0	1	0	0	0.752	0.206	0
4507038	0	5	4	0	1	0	0	0.389	0.413	0
7919601	0	4	4	0	1	0	0	0.422	0.459	0
8897267	1	3	91	0	1	0	0	0	0	0
4383966	0	5	3	0	1	0	0	0.208	0	0
1991428	0	4	4	0	1	0	1	0.956	0.36	0
1118438	0	6	4	0	1	0	4	0.188	0.444	0
3180132	0	3	4	0	1	0	2	0.145	0.271	0
2037238	0	4	3	0	1	0	0	0.656	0.864	0
4167625	0	4	3	0	1	0	0	0.961	0.337	0
5746520	0	5	2	0	1	0	1	0.728	0.114	0
7283282	0	4	3	0	1	0	0	1	0.272	0
1090426	0	5	3	0	1	0	0	0.798	0.868	0
4566976	0	3	3	0	1	0	0	1	0.466	0
6828322	0	4	9	0	1	0	9	1	0.974	0
5583341	0	4	3	0	1	0	0	0.987	0.679	0
5656001	0	6	3	0	1	1	1	0.951	0.521	0
7749135	0	4	4	0	1	0	8	0.019	0.693	1
1538037	0	2	3	0	1	4	1	0.287	0.342	0
1184443	0	4	3	0	1	0	1	0	0.146	0
7046910	0	4	3	0	1	0	0	0.564	0.615	0
5336341	0	6	5	0	0	11	13	0.944	0.629	0
1167077	0	6	4	0	1	0	0	0.833	0.348	0
6556356	0	5	4	0	1	0	0	0.24	0.597	0
95831	0	6	4	0	1	3	4	0.905	0.807	0
4389255	0	6	4	0	1	0	6	0.448	0.672	0
3966719	0	3	4	0	1	0	0	0.838	0.449	0
9778236	0	5	3	0	1	0	6	0.187	0.391	0
4778861	0	2	3	0	0	0	0	0.968	0.237	0
2616055	0	4	7	0	1	0	0	0.72	0	0
5299204	0	2	4	0	1	4	3	0.891	0.928	0
4925352	0	4	4	0	1	0	1	0.018	0.206	0
3101542	0	3	7	0	1	0	0	0	0	0
685470	0	6	2	0	1	0	0	0.051	0.109	0
2664588	0	4	3	0	1	0	0	0.268	0.318	0
7734159	0	2	4	0	1	0	0	0.322	0.382	0
3005494	0	5	13	0	1	0	0	0.632	0.093	0
8536128	0	3	3	0	1	0	0	0.975	0.475	0
1795449	0	6	3	0	1	0	0	0.074	0.386	0
9576622	0	5	3	0	1	0	1	0.981	0.39	0
8525029	0	5	3	0	1	0	0	0.568	0.161	0
6934729	0	4	3	0	0	0	0	0.762	0.121	1
8433826	0	5	4	0	1	5	7	0.821	0.4	1
9588778	0	6	3	0	1	0	0	0.157	0.496	0
1879488	0	3	3	0	1	0	0	0.89	0.376	0
3588748	0	3	3	0	1	0	0	0.803	0.539	0
7781092	0	6	3	0	1	0	0	1	0.08	0
167963	0	6	3	0	1	3	0	1	0.6	0
4743990	0	4	4	0	1	0	0	0.061	0.551	0
2459549	0	4	3	0	1	0	2	0.569	0.669	0
6890856	0	5	4	0	1	0	0	0.011	0.107	0
457689	0	5	3	0	1	0	1	0.591	0.349	0
6397927	0	4	4	0	1	0	0	0.345	0.229	0
8236260	0	4	4	0	1	5	38	0.933	0.706	0
8082880	0	4	4	0	1	0	0	0.557	0.27	0
4321676	0	5	13	0	1	0	2	0.527	0.873	0
4298079	0	4	3	0	1	0	0	0.864	0.583	0
5010705	0	4	4	0	1	0	0	1	0.645	0
8172600	0	4	4	0	1	0	0	0.534	0.346	0
3909836	0	2	5	0	1	0	0	0.474	0	0
6208822	0	3	3	5	1	3	0	0.123	0.054	0
47116	0	6	4	0	1	0	3	1	0.23	0
1537412	0	5	4	0	1	0	1	0.351	0.425	0
1504132	0	3	4	0	1	0	0	0.344	0.526	0
3952018	1	3	4	0	1	0	0	0	0	0
9382450	0	4	4	0	1	0	1	0.987	0.359	0
9959481	0	5	3	0	1	10	15	0.546	0.7	0
7625870	0	6	2	0	1	0	5	0.167	0.109	0
954770	0	4	2	0	1	0	0	0.192	0.197	0
7498779	0	6	3	0	1	0	0	0.987	0.415	0
7509771	0	4	4	0	0	0	0	0.983	0.53	0
9746983	0	6	4	0	1	0	1	0.955	0.614	0
2815482	0	5	7	0	1	1	5	1	0.488	0
1817112	0	3	8	0	1	0	4	0.88	0.364	0
9783604	0	2	5	0	1	0	0	0.188	0.55	0
683487	0	4	2	0	1	0	11	0.8	0.509	0
8190234	0	5	3	0	1	0	0	0.232	0.267	1
3575516	0	6	4	0	1	0	0	1	0.136	0
4662455	0	7	3	0	0	0	0	0.789	0.263	0
2000877	0	5	77	0	1	0	0	0.646	0	0
5267664	0	3	3	0	1	0	0	0.762	0	0
2516993	0	4	3	0	1	0	3	0.051	0.596	0
8693903	0	5	6	0	1	0	0	0.444	0.554	0
5676	0	6	4	0	1	0	0	0.93	0.686	0
781761	0	3	3	0	1	0	0	0.762	0.504	0
5498492	0	3	3	0	1	0	0	0.773	0.351	0
4853979	0	6	3	0	1	3	4	1	0.84	0
1932573	0	2	6	0	1	1	3	0.212	0.753	0
3983147	0	3	3	0	1	0	0	0.527	0.559	0
1822515	0	4	3	0	1	2	9	0.913	0.722	0
6902594	0	5	4	0	1	0	0	0.882	0.187	1
9609091	0	4	7	0	1	0	0	0.623	0.47	0
7099431	0	4	4	0	1	0	0	0.226	0.378	0
9856115	0	3	3	0	1	0	6	0.195	0.599	0
7347776	0	5	4	0	1	0	0	0.993	0.486	0
1931084	0	4	3	0	1	0	0	1	0.475	0
2590152	0	3	10	0	1	0	0	0.966	0.997	0
7738524	0	4	4	0	1	0	0	0.381	0.05	0
3534051	0	4	3	0	1	0	1	0.411	0.724	0
9058246	0	2	4	0	1	0	0	0.574	0.17	0
4323595	0	3	4	5	1	0	0	0.173	0.418	0
5671352	0	2	7	0	1	0	0	0.627	0.311	0
8534795	0	4	3	0	1	2	2	0.651	0.05	0
7695950	0	5	3	0	1	0	3	0.043	0.533	0
3745851	0	5	3	0	1	0	2	1	0.533	0
195357	0	3	4	0	1	0	1	0	0	0
9805736	0	4	4	5	1	0	0	0.048	0.359	1
4868832	0	3	4	0	1	0	0	1	0.291	0
7970959	0	3	6	0	1	0	1	1	0.433	0
9877980	0	6	3	0	1	30	0	1	0.823	1
3941668	0	3	4	0	1	0	2	0.704	0.561	0
9190405	0	5	3	0	1	0	0	0.529	0.448	0
8230853	0	4	3	0	1	0	0	0.912	0.258	0
7055026	0	3	4	0	1	0	0	0.318	0.279	0
5647473	0	3	4	0	1	7	8	0	0	0
5926312	0	2	4	0	1	0	0	0.959	0.306	0
7870840	0	5	3	0	1	0	1	1	0.903	0
9567317	0	3	4	0	1	0	0	0.377	0.616	0
7692952	0	3	3	0	1	0	0	0	0	0
2159024	0	5	4	0	1	0	0	0.394	0.193	0
4389458	0	3	4	0	1	0	0	0.317	0.314	0
7574379	0	3	4	0	1	0	0	1	0.855	0
966792	0	6	3	0	1	0	0	0.542	0.157	0
622297	0	5	3	0	1	0	0	0.715	0.432	0
4584257	0	5	3	0	1	0	6	0.868	0.344	0
9796308	0	5	3	0	1	0	0	0.582	0.159	0
6110343	0	3	2	0	1	0	0	0.727	0.437	0
9805641	0	5	2	0	1	2	2	1	0.816	0
6214195	0	4	6	0	1	0	0	0.974	0.528	0
8356747	0	4	3	0	1	0	0	0.166	0.439	0
8646037	0	5	4	0	1	0	0	0.957	0.729	0
8972737	0	3	4	0	1	0	1	0.082	0.584	0
6368055	0	5	4	0	1	0	0	0.87	0.555	0
7255736	0	4	3	0	1	0	0	0.056	0.26	0
7089154	0	6	4	0	1	0	0	0	0.009	0
1222198	0	5	3	0	1	0	3	0.736	0.212	0
4293014	0	4	3	0	1	0	1	0.778	0.44	1
5293855	0	3	5	0	1	0	0	0.448	0.405	0
8872672	0	5	3	0	1	0	0	0.214	0.332	0
379517	0	5	4	0	1	0	1	0.446	0.112	0
9093253	0	5	4	0	1	0	0	0.068	0.395	0
600144	0	4	4	3	1	0	0	1	0.368	0
2610441	0	6	3	0	1	2	7	0.884	0.515	0
2319762	0	2	8	5	1	0	0	0.058	0.469	0
4379342	0	6	4	0	1	0	0	1	0.84	0
3953379	0	5	2	0	1	0	0	0.714	0.188	0
9665483	0	3	3	0	1	0	0	0.702	0.512	0
4301735	0	6	4	0	1	0	0	0.409	0.579	0
6508393	0	3	6	0	1	0	0	0.229	0.045	0
931998	0	5	4	0	1	0	0	0.761	0.281	0
240318	0	6	3	0	1	2	1	1	0.905	1
656710	0	4	3	0	1	0	1	0.37	0.324	0
2718547	0	5	4	0	1	0	0	0.005	0.61	0
7109172	0	5	4	0	1	1	8	0.352	0.747	0
6362445	0	4	3	0	1	0	0	0.583	0.101	0
8413879	0	4	3	0	1	0	2	0.553	0.396	0
7628601	0	5	3	0	1	5	22	0.891	0.547	0
6696440	0	3	27	0	1	0	0	0.251	0.135	0
6525557	0	5	2	0	1	0	1	0.572	0.443	0
4904433	0	5	4	0	1	0	3	1	0.506	0
7852781	0	3	3	0	1	0	0	0.202	0.706	0
5485718	0	5	4	0	1	0	0	1	0.085	0
6334701	0	5	4	0	0	5	8	0.297	0.728	0
7296927	0	6	4	0	1	0	3	1	0.833	0
7780059	0	5	4	0	1	0	0	0.985	0.212	1
8120041	0	3	7	0	1	0	0	0.16	0.302	0
9495448	0	6	8	0	1	0	2	0.845	0.211	0
9836466	0	4	9	0	1	0	2	0.914	0.405	0
7740806	0	5	3	0	1	0	0	1	0.509	0
1488397	0	6	4	0	1	0	0	0.708	0.102	0
3685840	0	2	7	0	1	0	0	0.228	0.212	0
7609927	0	4	22	0	1	0	0	0.735	0.321	0
6568942	0	5	9	0	1	0	0	0.964	0.117	0
3547764	0	2	4	0	1	0	1	0.063	0.237	0
135351	0	6	3	0	1	0	0	0.057	0.786	0
2385670	0	5	4	0	1	0	0	0.248	0.805	0
8516894	0	4	3	0	1	0	0	0.936	0.351	0
6335125	0	3	22	0	1	0	0	0.033	0.307	1
3588911	0	2	4	0	1	0	0	0.978	0.489	0
14009	0	4	4	0	1	0	0	0.622	0.794	0
3570062	0	5	4	0	1	0	0	1	0.414	0
4527271	0	4	4	0	1	0	0	0.946	0.317	0
7355583	0	4	3	0	1	0	0	0.537	0.219	0
3916473	0	4	4	0	1	0	0	0.968	0.221	0
9273981	0	5	4	0	1	0	0	1	0	0
343292	0	3	2	0	0	0	0	0.698	0.326	0
8308323	0	6	2	0	1	0	6	0.213	0.598	0
9556918	0	3	3	0	1	0	1	0.902	0.4	1
3150199	0	7	4	0	1	0	0	0.191	0.379	0
4857068	0	4	4	0	1	0	13	1	0.567	0
7949359	0	4	2	0	1	0	5	0.877	0.443	0
9036615	0	2	4	0	1	0	0	0.903	0.081	1
8490932	0	5	3	0	1	1	0	0.572	0.544	0
9199170	0	3	3	0	1	0	23	0.135	0.372	0
8255365	0	4	3	0	1	0	10	0.133	0.292	0
690569	0	5	3	0	1	0	0	0.475	0.434	0
3731501	0	4	4	0	1	0	0	0.765	0.428	0
7376583	0	4	3	0	1	0	4	0.701	0.505	0
2653649	0	6	4	0	1	3	5	0.901	0.888	1
1438607	0	3	16	0	1	0	0	0.175	0.3	0
2661995	0	5	4	0	1	0	2	0.058	0.675	0
2301996	0	5	3	0	1	4	0	1	0.733	0
4037497	0	4	4	0	1	0	0	0.186	0.354	0
8912566	0	2	4	0	1	0	0	0.607	0.012	0
2708196	0	6	3	0	1	0	3	1	0.836	0
1543649	0	3	3	0	1	0	0	0.164	0.288	0
3489533	0	3	4	0	1	0	0	0.795	0.198	0
8208853	0	5	4	0	1	0	0	0.131	0.32	0
152322	0	5	64	0	1	0	5	0.57	0.63	0
6713495	0	4	4	0	1	0	0	0.348	0.477	0
943887	0	4	3	0	1	0	0	0.192	0.206	0
6392401	0	6	11	0	1	0	0	1	0.392	0
2544437	0	4	4	0	1	0	0	0.154	0.197	1
1238702	0	4	3	0	1	0	0	0.225	0.328	0
2422005	0	5	10	0	1	0	3	0.863	0	0
8245675	0	2	4	0	1	0	4	0.526	0.128	1
403273	0	3	4	0	0	0	0	0.954	0.246	0
8275561	0	3	3	0	1	0	0	0.245	0.116	0
8383636	0	4	4	0	1	1	104	0.661	0.448	0
6457019	0	5	2	0	1	0	0	1	0.692	0
4161808	0	4	3	0	1	0	0	0.978	0.104	1
4266136	0	5	3	0	1	12	19	0.542	0.911	0
6812099	0	4	3	0	1	0	0	0.987	0.476	0
1064182	0	6	17	0	1	0	0	0.99	0.853	0
8395209	0	4	2	0	1	1	2	0.59	0.543	0
8894845	0	4	4	0	0	0	0	0.025	0.092	0
8331775	0	4	3	0	1	2	4	0.501	0.37	0
549221	0	5	4	0	1	0	4	0.325	0.831	0
2829327	0	5	3	0	1	0	1	0.861	0.277	0
9946426	0	5	3	0	1	0	8	0.111	0.452	0
3474883	0	4	9	0	1	0	0	1	0.76	0
1110395	0	4	7	0	1	0	5	0.843	0.678	1
7879950	0	1	14	0	0	0	0	0.594	0.112	0
8526410	0	4	4	0	1	0	0	0.399	0.174	1
7858880	0	2	4	0	1	0	0	0.35	0.22	0
1264548	0	3	4	0	1	0	2	0.261	0.678	0
8525707	0	3	2	0	1	1	16	0.135	0.405	0
4176392	0	4	4	0	1	0	0	0.864	0.091	0
1392347	0	5	4	0	1	0	0	0.907	0.642	0
6641675	0	6	3	0	1	1	0	1	0.493	0
9668142	0	3	3	0	1	0	0	0	0.064	0
1883988	0	3	3	0	1	0	0	0.561	0.339	0
7077539	0	3	3	0	1	0	11	0.874	0.723	0
4609567	0	4	2	0	1	0	0	0.976	0.219	0
1601517	0	5	3	0	1	0	4	0.828	0.241	0
3456413	0	4	3	0	1	0	0	0.399	0.237	0
7463823	0	6	3	0	1	1	4	1	0.302	0
405089	0	4	3	0	1	0	0	0.906	0.354	1
6510876	0	7	4	0	1	0	10	0.78	0.917	0
8384058	0	6	3	0	1	0	1	1	0.694	0
6453473	0	6	3	0	1	0	0	0.965	0.332	0
8225887	0	4	4	0	1	0	0	0.242	0.05	0
1234019	0	3	4	0	1	0	7	1	0.025	0
1541002	0	3	4	0	1	0	0	0	0.587	0
1442303	0	4	4	0	1	0	3	0.092	0.501	0
4839305	0	3	7	0	1	0	0	0.291	0.341	0
2987403	0	5	3	0	1	0	0	0.833	0.438	0
181402	0	6	4	0	1	0	0	0	0	0
3318905	0	5	9	0	1	0	0	1	0.533	0
8552472	0	2	11	0	1	0	0	0.939	0	0
9786593	0	3	4	0	1	0	0	0.459	0.209	0
5973525	0	5	7	0	1	4	1	0.749	0.004	0
5683824	0	4	3	0	0	0	1	0.041	0.298	0
2193810	0	6	4	0	1	0	0	0.618	0.306	0
6032779	0	4	3	0	1	0	0	0.939	0.146	0
9318484	0	6	4	0	1	0	4	0.972	0.995	0
4921238	0	3	3	0	1	0	0	0	0	0
6741189	0	5	3	0	1	0	0	0.801	0.455	0
3770047	0	4	92	0	1	0	0	0.244	0.2	0
7019864	0	6	3	0	1	0	2	0.076	0.508	0
4516688	0	3	8	0	1	0	0	0.215	0.219	1
406928	0	5	2	0	1	0	0	0.464	0.206	1
630718	0	3	4	0	1	0	0	0.064	0.53	0
4043895	0	3	4	0	1	0	2	0.901	0.774	1
9878108	0	2	3	0	1	5	11	0.167	0.271	0
4581843	0	3	4	0	1	0	0	0.987	0.723	0
6007152	0	3	4	0	1	0	0	0.254	0.224	0
725354	0	5	4	0	1	0	0	0.811	0.183	0
8086232	0	4	4	0	1	0	0	1	0.234	0
2183683	0	4	14	0	1	0	0	0	0.012	0
745708	0	2	4	2	1	0	1	1	0.39	0
5370812	0	2	4	0	1	0	0	0.789	0	0
4984611	0	5	2	0	1	0	1	0.782	0.307	0
1703976	0	5	3	0	1	2	19	1	0.866	0
2907997	0	3	2	0	1	0	2	0.291	0.386	0
9042327	0	4	4	0	1	0	6	0.258	0.912	0
9004334	0	5	3	0	1	0	0	0.198	0.13	0
2397225	0	3	3	0	1	0	0	0.562	0.337	0
3419812	0	3	2	0	1	0	2	0.24	0.477	0
2726172	0	2	3	0	0	8	8	0.47	0.236	0
8136749	0	5	4	0	1	2	0	0.785	0.467	0
4907600	0	5	3	0	1	0	1	0.398	0.217	0
2356442	0	4	4	0	1	0	0	0.967	0.312	0
8471780	0	4	7	0	1	0	0	0.106	0.523	1
7334307	0	6	4	0	1	0	0	1	0.811	0
901092	0	6	3	0	1	1	0	0.905	0.674	0
9203174	0	4	4	0	1	0	0	0.839	0.459	0
1379331	0	4	3	0	1	0	0	0.936	0.622	0
1965915	0	4	6	0	1	0	0	0.292	0.396	0
5379457	0	4	4	0	0	0	0	0.146	0.335	0
1667298	0	6	3	0	1	0	1	1	0.401	0
3762883	0	4	3	0	1	0	0	0.936	0.551	0
7165503	0	4	4	0	1	0	3	0.251	0.303	0
8475538	0	6	18	0	1	4	1	0.992	0.855	0
1752116	0	6	6	0	1	0	0	1	0.001	0
7747177	0	5	3	0	1	0	0	0.953	0.55	0
2794627	0	7	4	0	1	0	1	0.574	0.244	0
4806265	0	3	4	0	1	1	1	0.738	0.705	0
1748281	0	6	3	0	1	0	0	0.588	0.218	1
3540286	0	6	4	0	1	0	3	1	0.605	1
3333487	0	3	4	0	1	0	0	0.988	0.318	0
964919	0	4	3	0	1	0	0	0.073	0.66	0
7773118	0	3	18	0	1	0	0	0.766	0.632	0
6788834	0	2	3	0	1	0	1	0.42	0.53	0
669095	0	2	3	0	0	0	0	0.461	0.377	0
8377899	0	3	8	0	1	0	0	0.565	0.387	0
6511685	0	4	3	0	0	0	0	0.933	0.534	0
235122	0	7	4	0	1	0	0	1	0.627	0
2549870	0	1	3	0	0	0	0	0.752	0.468	0
9956732	0	6	9	0	1	1	0	0.845	0.737	0
6893801	0	3	9	0	1	0	1	0.111	0.359	0
2128288	0	5	3	0	1	0	0	0.16	0.359	0
3239336	0	6	3	0	1	0	5	1	0.768	0
5137506	0	5	3	0	1	0	0	1	0.303	0
5620270	0	3	3	0	1	0	2	0.297	0.813	0
3104400	0	5	3	0	1	0	2	0.803	0.402	0
1486300	0	5	4	0	1	0	7	0.583	0.524	0
8982643	0	4	3	0	1	0	1	1	0.156	0
5134990	0	3	3	0	1	0	1	0.844	0.595	0
1903451	0	5	2	0	1	0	0	0.287	0.273	0
5899878	0	5	16	0	1	0	1	0	0	0
2220075	0	2	49	25	0	0	0	0.141	0.631	0
9897954	0	4	8	0	1	0	0	0.887	0.94	0
7941669	0	6	4	2	1	0	5	0.965	0.342	0
4343739	0	5	4	0	1	0	0	0.7	0.798	0
7657542	0	3	4	0	1	0	4	1	0.595	0
6290385	0	3	4	0	1	0	1	0.17	0.366	0
38503	0	2	9	0	1	0	13	1	0.79	0
3587231	0	5	3	0	1	0	0	1	0.359	0
6300238	0	2	7	0	1	0	0	0.552	0.689	0
2586183	0	4	3	0	1	0	2	0.882	0.457	0
3373804	0	5	2	0	1	0	2	0.232	0.897	0
7667001	1	3	47	0	1	0	0	0	0	0
7768230	0	3	8	0	1	2	0	0.595	0.523	0
4578034	0	3	4	0	1	1	18	0.568	0.659	1
3598990	0	5	4	0	1	0	14	0.025	0.719	0
6304284	0	4	8	0	1	0	0	0.259	0.33	0
1096593	0	3	24	0	1	0	0	0.465	0.272	0
7241413	0	5	4	0	1	0	0	0.987	0.265	0
9095389	0	2	4	0	1	2	3	0.971	0.496	0
6466026	0	4	3	0	1	0	3	1	0.587	0
6606977	0	5	4	0	1	0	4	0.961	0.501	0
797447	0	3	2	0	0	0	0	0.905	0.869	0
5803438	0	6	3	0	1	1	1	0.261	0.656	0
6092998	0	4	3	0	1	0	0	0.85	0.589	0
3623815	0	5	3	0	1	0	0	0.96	0.638	1
9741471	0	4	4	0	1	0	3	1	0.589	0
4223017	0	3	2	0	1	0	0	0.904	0.665	0
2670689	0	3	5	0	1	0	0	0.444	0.64	1
2322836	0	3	5	0	1	0	0	0.087	0.273	0
9975997	0	4	3	0	1	0	0	0.115	0.509	0
9005078	0	6	3	0	1	2	12	0.639	0.68	0
1623806	0	6	4	0	1	0	5	1	0.267	0
5242336	0	5	3	0	1	0	0	0.963	0.315	0
954828	0	3	3	0	1	0	0	0.793	0.358	0
1378880	0	5	3	0	1	0	0	0.335	0.308	1
1945571	0	4	4	0	1	0	0	1	0.789	0
634982	0	4	3	0	1	0	0	0.9	0.279	0
9168288	0	4	2	0	1	2	6	0.636	0.836	0
4544901	0	4	18	0	1	0	8	1	0.482	0
6800684	0	1	3	0	0	0	0	0.153	0.626	0
2606277	0	3	4	0	1	0	0	0.582	0.199	0
9061627	0	6	4	0	1	0	0	0.967	0.195	0
2049629	0	5	3	0	1	0	0	0.869	0.185	0
3740486	0	4	2	0	1	0	0	0.498	0.487	0
7807004	0	3	4	0	1	0	0	0.781	0.512	0
3790775	0	1	3	0	0	0	0	1	0.318	0
5381117	0	3	4	0	1	0	2	0.388	0.254	0
2942965	0	5	4	0	1	0	0	1	0.3	1
9870308	0	5	4	0	1	0	0	0.935	0.537	0
1415808	0	5	3	0	1	3	0	0.751	0.309	0
5581985	0	3	4	0	1	0	2	0.459	0.541	0
1787330	0	5	9	0	1	0	1	0.783	0.528	0
9565040	0	3	2	0	1	0	0	0.91	0.353	0
2198545	0	3	5	0	1	0	0	0	0	0
4808690	0	4	4	0	0	0	0	0.126	0.846	0
9934757	0	2	4	0	1	0	0	1	0.306	0
4761867	0	2	5	3	1	0	0	0.919	0.118	0
7484834	0	2	4	0	1	0	1	0.094	0.113	0
6219224	0	5	3	0	1	1	2	1	0.429	1
3168441	0	5	3	0	1	0	0	0.582	0.106	1
