Iphone	tag	zhi_score	phone_score	guide_score	risk_level	high_orders	airport_orders	company	consume	area
2081159	0	5	6	0	1	0	0	0.85	0.087	0
3592861	0	3	3	0	1	0	0	0.277	0.175	0
157083	0	4	3	0	1	0	2	0.793	0.384	0
7427525	0	5	2	0	1	0	0	0.986	0.142	0
9471274	0	6	4	0	1	0	0	0.92	0.42	0
6540243	0	3	3	5	1	2	2	0.453	0.864	0
5312010	1	4	3	0	1	0	1	0.704	0.315	0
4558357	0	6	3	0	1	0	0	0.865	0.128	0
5991555	0	3	3	0	1	0	0	0.951	0.806	0
2659678	0	2	3	0	1	3	15	1	0.494	0
3649837	0	5	4	0	1	0	0	1	0.614	0
4836694	0	3	4	0	1	0	0	0.127	0	0
4764171	0	4	3	0	1	0	0	0.914	0.308	1
7094438	0	5	4	0	1	0	5	0.916	0.271	0
3127211	0	3	8	0	1	0	0	0.571	0.199	0
339642	0	3	94	0	1	0	0	0.929	0.161	0
8634477	0	2	29	0	1	0	0	0.144	0.424	0
4411262	0	4	4	0	1	0	0	0.605	0.565	0
3797809	0	5	3	0	1	18	20	0.289	0.84	0
5207664	0	3	2	0	1	0	0	0.567	0.352	0
5982979	0	5	4	0	1	0	8	0.847	0.675	0
2169295	0	5	4	0	1	3	13	1	0.738	0
600129	0	6	4	0	1	0	0	0.987	0.507	0
5444817	0	6	4	0	1	0	0	1	0.576	0
7408200	1	4	4	0	1	0	0	0	0.044	0
7466621	0	6	7	0	1	0	43	0.865	0.24	0
5824647	0	3	4	0	1	0	0	1	0.148	0
9406381	0	4	3	0	1	0	0	0.686	0.541	0
1978682	0	4	5	0	1	0	0	0.929	0.629	0
2515321	0	5	3	0	1	0	2	0.112	0.82	0
7490327	0	4	6	0	1	0	3	0.422	0.625	0
9575232	0	2	3	0	1	0	0	0.351	0.374	0
4140841	0	5	3	0	1	0	0	0.481	0.439	0
9814727	0	6	3	0	1	0	2	1	0.572	0
8158790	0	3	4	0	1	0	3	1	0.472	0
9256289	0	6	2	0	1	0	0	0.952	0.402	0
469922	0	2	3	0	1	0	0	0.008	0.553	0
6664843	0	6	3	0	1	0	0	1	0.647	0
5556520	0	2	4	0	1	0	1	0.817	0.35	1
2699468	0	4	4	0	1	0	0	0.485	0.238	0
743235	0	3	4	0	1	0	1	0.94	0.136	0
4869258	0	3	3	5	1	0	0	0.235	0	0
6707174	0	4	4	0	1	1	0	0.765	0.293	0
8545486	0	7	4	0	1	0	0	1	0.082	0
7725676	0	5	4	0	1	0	0	0.054	0.063	0
1302245	0	4	3	0	1	0	6	0.591	0.639	0
4891400	0	3	3	0	1	0	0	0.344	0.219	0
324832	0	5	3	0	1	0	1	0.754	0.478	0
3845069	0	4	3	0	1	0	0	0.519	0	0
3820839	0	4	4	0	0	0	0	0.168	0.361	0
935157	0	5	4	0	1	0	0	0.92	0.256	0
391147	0	5	42	0	1	0	0	0.449	0.218	0
7966375	0	3	2	0	0	0	0	0.1	0.367	0
3317414	0	6	3	0	1	0	0	0.043	0.2	0
5348924	0	4	25	0	1	0	0	0.075	0.416	0
3522046	0	4	3	0	1	0	1	0.995	0.711	0
1671103	0	3	3	0	1	0	0	0.424	0.37	0
2837354	0	6	3	0	1	0	0	0.879	0.102	0
791668	0	6	6	0	1	0	0	0.071	0.04	0
9108997	0	4	3	0	1	0	0	0.227	0.435	1
4206819	0	5	10	0	1	0	0	0.974	0.67	0
5164510	0	4	4	0	1	0	2	0.883	0.192	0
8390503	0	2	3	0	0	0	3	1	0.848	0
9591406	0	4	3	0	1	0	0	0	0.091	0
6755044	0	3	3	0	1	0	0	0.552	0.655	0
6707771	0	5	3	0	1	4	5	0.947	0.478	0
4602203	0	3	3	0	1	0	0	0.204	0.356	1
6234899	0	3	3	0	0	0	1	0.31	0.311	0
5030362	0	3	4	0	1	0	0	0.556	0.568	0
9770838	0	6	3	0	1	1	0	0.957	0.763	0
4747949	0	4	4	0	1	0	0	0.06	0.524	1
355743	0	2	4	0	0	1	0	0.259	0.685	0
7390356	0	7	4	0	1	0	0	0.947	0.429	0
299395	0	5	3	0	1	0	0	1	0.477	0
7246684	0	3	3	0	1	0	0	0.514	0.452	0
3424036	0	6	3	0	1	0	0	1	0.299	0
6348559	0	6	8	0	1	0	0	1	0.95	0
4517170	0	3	6	0	1	1	4	0.314	0.41	0
9982425	0	5	3	0	1	0	0	0.152	0.139	0
9907387	0	2	4	0	1	0	0	0.588	0.213	1
4189645	0	4	3	0	1	4	4	0.672	0.276	0
6568001	0	5	4	0	1	0	2	0.494	0.717	1
4674175	0	2	4	0	1	0	0	0	0	0
1546915	0	5	2	0	1	0	0	0.1	0.271	0
3035428	0	4	3	0	1	0	0	0.906	0.378	0
5430133	0	3	4	0	1	0	6	0.271	0.718	0
9926272	0	4	7	0	1	0	1	0.126	0.213	0
4647824	0	3	3	0	1	0	0	0.803	0.129	0
2524687	0	5	4	0	1	0	0	0.888	0.563	0
4741786	0	6	2	0	1	0	0	0.191	0.189	0
2078248	0	6	4	0	1	0	7	0.18	0.776	0
4437476	0	5	3	0	1	2	2	0.928	0.181	0
6114419	0	3	4	0	1	0	0	0.861	0.396	0
3284825	0	3	3	0	1	0	0	0.89	0.346	0
187417	0	3	3	0	1	0	0	1	0.157	0
7648011	0	5	4	0	1	0	2	0.07	0.257	0
6426101	0	4	4	0	1	0	2	0.077	0.667	0
6154734	0	3	3	0	1	0	4	1	0.304	0
3591994	0	2	4	0	1	18	0	0.839	0.617	0
2148869	0	2	27	0	1	0	0	0.114	0.416	1
9559601	0	4	3	0	1	0	0	0.264	0.216	1
595725	0	4	3	0	1	1	0	0.083	0.183	0
177632	0	3	2	0	1	0	0	0.037	0.536	0
7744560	0	4	3	0	1	0	1	0.843	0.648	0
6910192	0	5	2	0	1	3	0	0.725	0.524	0
1118114	0	3	3	0	1	0	3	0.858	0.542	0
4211007	0	5	4	0	1	0	1	1	0.261	0
5781292	0	5	4	0	1	1	1	0.392	0.339	0
6814075	0	6	4	0	1	0	0	0.535	0.252	0
2132001	0	2	4	0	1	0	0	0.043	0.263	1
2255087	0	4	3	0	1	4	1	0.336	0.807	0
5797389	0	2	3	0	0	0	0	0.536	0.488	0
9978590	0	2	9	0	1	0	0	1	0.276	0
5831276	0	5	3	0	1	10	3	1	0.834	0
8561894	0	3	5	0	0	0	0	0.188	0.093	0
2070578	0	5	3	0	1	0	0	0.988	0.693	0
4379530	0	3	4	0	1	0	0	0.957	0.489	0
9199594	0	4	3	0	1	0	0	0.801	0.864	0
1962367	0	2	3	0	1	0	0	0.306	0.412	1
1234105	0	3	3	0	1	0	0	0.683	0.741	0
8699808	0	5	4	0	1	0	1	0.393	0.261	1
7066811	0	5	4	0	1	0	3	0.344	0.293	1
4454939	0	3	4	0	1	0	2	0.772	0.558	0
4852251	0	5	2	0	1	0	0	0.799	0.713	0
2271372	0	5	4	0	1	0	4	0.062	0.909	0
185874	0	3	2	0	1	0	0	0.106	0.55	0
1646733	0	5	3	0	1	0	0	0.215	0.381	0
8402608	0	4	4	0	1	0	3	0.159	0.427	0
7407684	0	2	3	0	0	0	2	0.232	0.638	0
8096544	0	5	5	0	1	4	5	0.94	0.829	0
40504	0	3	3	0	1	0	0	0.113	0.713	0
8549996	0	7	3	0	1	0	0	1	0.571	0
8977618	0	3	5	0	1	1	1	0.106	0.46	0
1357888	0	4	4	0	1	0	0	0.041	0.099	0
664232	0	4	3	0	1	0	0	0	0.074	0
8149585	0	6	13	0	1	0	0	0.94	0.244	0
798868	0	5	3	0	1	0	2	0.568	0.251	0
2153457	0	4	10	0	1	0	0	0.857	0.1	0
1136331	0	5	4	5	1	0	0	0.387	0.306	0
9757647	0	4	3	0	1	0	1	0.567	0.512	0
9796983	0	4	3	0	1	0	0	0.772	0.181	0
6241618	0	5	4	0	1	0	5	0.957	0.416	0
6860282	0	6	2	0	1	1	0	0.527	0.338	0
3126273	0	4	3	0	1	0	0	0.07	0.573	0
191779	0	4	4	0	1	0	0	0.898	0.26	0
1976133	0	4	4	0	1	0	0	0.778	0.505	0
5230112	0	5	4	0	1	0	0	0.877	0.484	1
3410765	0	3	8	0	1	0	0	0.086	0.34	0
9846386	0	4	2	0	1	0	0	0.486	0.075	0
7140850	0	4	8	0	1	0	1	1	0.291	0
5647228	0	4	4	0	1	0	0	0.637	0.461	0
4291514	0	6	3	0	1	0	1	1	0.56	0
5397311	0	3	4	0	1	0	0	0.752	0.429	0
646450	0	3	4	0	1	0	0	0.657	0.33	0
9472614	0	3	4	0	1	0	6	0.339	0.466	0
5640043	0	5	3	0	1	0	0	0	0	0
7693605	0	5	2	0	1	0	2	0.711	0.464	0
2627194	0	5	4	0	1	0	0	0.346	0.194	0
1776627	0	6	3	0	1	0	1	0.939	0.563	0
1501500	0	4	3	0	1	0	0	0.394	0.554	0
4434108	0	5	3	0	1	0	5	0.949	0.525	0
3026049	0	6	3	0	1	0	1	0.328	0.297	0
5812444	0	3	3	0	1	0	8	0.203	0.802	0
7963838	0	5	3	0	1	0	0	0	0	0
7918117	0	4	4	0	1	0	1	0.13	0.19	0
4479264	0	3	4	0	1	1	18	0.659	0.776	0
5761715	0	5	2	0	1	0	0	0.913	0.466	0
9341640	0	5	4	0	1	0	3	0.127	0.164	0
9703106	0	3	2	0	1	1	0	1	0.763	0
457328	1	3	20	5	1	0	0	0	0	1
778972	0	4	3	0	1	0	2	0.093	0.475	0
5537480	0	5	3	0	1	0	0	0.978	0.366	1
237630	0	1	4	0	0	0	1	0.97	0.594	0
1163285	0	5	8	0	1	0	0	0.186	0.102	0
5968906	0	4	4	0	1	0	0	0.905	0.221	0
2252146	0	6	4	0	1	0	1	1	0.347	0
596353	0	5	5	0	1	1	0	0.088	0.221	0
9471520	0	7	3	0	1	0	1	1	0.851	0
4564876	0	4	3	0	1	0	0	0.247	0.618	0
5003155	0	6	4	0	1	0	23	0.849	0.694	0
5515808	0	6	5	0	1	0	0	1	0.285	0
2466781	0	3	6	0	1	0	0	0.749	0.152	0
2608246	0	5	2	0	1	2	13	1	0.715	0
5353592	0	3	4	0	1	0	0	0.496	0.325	0
1824366	0	2	5	0	1	7	5	0.278	0.787	0
2209570	0	6	4	0	1	0	0	0.752	0.312	0
1578155	0	4	3	0	1	0	0	0.66	0.25	0
9043429	0	4	28	0	1	0	0	0	0	0
2061930	0	4	3	0	1	0	0	0.646	0.659	0
68640	0	5	3	0	1	0	0	0.079	0.494	0
8218298	0	5	3	5	1	0	0	0.506	0.409	0
2436009	0	7	3	0	1	0	1	1	0.126	0
3009070	0	5	3	0	1	0	0	0.818	0.313	0
5704715	0	4	3	0	1	0	3	0.45	0.444	0
4292877	0	5	4	0	1	0	0	0.012	0.342	0
8742165	0	3	3	0	1	0	0	0.968	0.436	0
9537458	0	3	3	0	1	0	0	0.455	0.215	0
2783314	0	4	4	0	1	0	0	0.451	0.239	0
721652	0	3	2	0	1	0	3	0.937	0.586	0
772274	0	3	9	0	1	0	0	0.644	0.335	0
9628702	0	5	4	0	1	0	7	0.019	0.41	0
4246808	0	5	4	0	1	0	0	0.191	0.109	0
4277031	0	5	4	0	1	0	0	0.843	0.521	0
6432999	0	6	4	0	1	0	0	0.992	0.838	0
6003305	0	4	4	0	1	0	0	0.088	0.175	0
8622065	0	5	4	0	1	0	0	0.866	0.188	0
7072297	0	5	2	0	1	0	0	0.384	0.512	0
7230425	0	3	4	0	1	0	11	0.627	0.583	0
1020747	0	3	9	0	1	0	32	0.23	0.468	0
7894030	0	5	4	0	0	0	6	0.969	0.673	0
7503849	0	6	4	0	1	0	0	1	0.286	0
936618	0	5	2	0	1	0	1	0.908	0.689	0
2474478	0	4	3	0	1	1	0	0.875	0.599	1
8023022	0	6	3	0	0	1	5	0.295	0.621	0
2543054	0	4	3	0	1	0	0	0.227	0.341	0
5718567	0	7	4	0	1	3	0	0.322	0.536	0
1774227	0	4	4	0	1	0	0	0.051	0.345	0
7599876	0	7	3	0	1	0	4	0.879	0.777	0
5326545	0	2	4	5	1	0	0	0.949	0.337	0
7942148	0	2	40	0	1	0	0	0.867	0.025	0
8671631	0	6	3	0	1	1	1	0.087	0.732	0
684077	0	5	3	0	1	0	0	0.809	0.275	0
4641400	0	3	3	0	0	0	0	0.964	0.382	0
6998882	0	4	3	0	1	0	0	0.085	0.291	0
8081847	0	3	3	0	1	0	1	0.033	0.457	0
6328026	0	6	4	0	1	1	0	0.146	0.621	0
2778819	0	5	3	0	1	0	0	0.092	0.257	1
6694812	0	5	4	0	1	0	0	0.729	0.168	0
2939333	0	5	2	0	1	0	1	0.131	0.258	0
6968214	0	6	4	0	1	0	0	0.794	0.425	0
5620637	0	6	4	0	1	0	0	0.978	0.812	0
3591973	0	4	3	0	1	1	1	0.618	0.319	0
8878182	0	4	3	0	1	0	4	0.161	0.768	1
3464509	0	3	4	0	1	0	5	0.032	0.652	0
1314357	0	5	3	0	1	0	1	0.964	0.593	0
3577677	0	3	2	0	1	0	0	0.848	0.175	0
4022571	0	5	3	0	1	0	0	0.757	0.491	0
4470071	0	3	5	0	1	0	12	0.989	0.328	0
2050355	0	5	3	0	1	0	0	1	0.815	0
4194313	0	3	2	0	1	0	1	0.775	0.358	0
7517234	0	3	3	0	1	0	4	0.954	0.372	0
16397	0	5	4	0	1	2	1	0.964	0.508	0
6873781	0	3	4	0	1	0	0	0.415	0.46	0
2035512	0	4	32	0	1	0	0	0.644	0.069	0
9206006	0	2	17	10	1	0	0	0.056	0.332	0
5974257	0	4	6	0	1	0	0	1	0.442	0
7184890	0	5	3	0	1	0	0	0.905	0.263	0
5855119	0	5	3	0	1	1	22	0.866	0.946	0
5902963	0	3	17	0	1	0	0	0.946	0.399	0
9539278	0	4	2	5	1	0	7	0.954	0.838	0
4592951	0	5	4	0	1	0	1	0.791	0.334	0
6375095	0	5	3	0	1	0	0	0.175	0.364	0
8179353	0	5	3	0	1	0	1	0.457	0.284	0
8863608	0	6	4	0	1	0	0	0.872	0.238	1
7462726	0	5	2	0	1	0	6	0.656	0.284	0
6333977	0	4	94	0	1	0	0	0.358	0.321	0
8119071	0	4	3	0	1	0	0	1	0.32	0
9471256	0	2	5	0	1	0	0	0.284	0.677	0
6197875	0	4	3	0	1	0	8	0.57	0.431	0
7001627	0	6	4	0	1	0	0	1	0.087	0
806462	0	5	4	0	1	0	0	0.451	0.056	0
1825087	0	5	4	0	1	0	0	0.307	0.35	0
8629084	0	5	3	0	1	1	0	0.871	0.238	0
8560514	0	3	3	10	1	0	0	0.973	0.633	0
9264386	0	4	3	0	1	0	0	0.898	0.537	0
20141	0	3	3	0	1	28	6	0	0.018	0
9125070	0	4	4	0	1	0	0	0.34	0.87	0
48897	0	6	4	0	1	1	1	0.121	0.358	0
704247	0	2	4	0	1	0	6	0.98	0.357	0
1654364	1	1	92	4	0	0	0	0	0	1
2213241	0	4	4	0	1	0	0	0.669	0.859	0
1889991	0	4	4	0	1	0	0	0.899	0.5	0
4539477	0	3	3	0	1	0	1	0.465	0.229	1
3452064	0	6	7	0	1	0	0	0.174	0.349	0
9527888	0	5	8	0	1	0	0	0.982	0.036	0
2884432	0	5	3	0	1	0	2	0.789	0.209	0
1826195	0	4	11	0	1	0	0	0.967	0.205	0
8924647	0	3	4	0	0	0	0	0.274	0.123	0
9111169	0	3	4	0	1	0	0	0.929	0.299	0
8487766	0	3	3	0	1	0	4	0.553	0.104	0
4947653	0	2	2	5	1	0	0	0.931	0.37	0
9405063	0	5	5	0	0	0	5	0.712	0.561	0
1645414	0	3	4	0	1	0	2	0.909	0.636	0
2736629	0	5	3	0	1	0	0	0.187	0.221	1
7182428	0	5	4	0	1	0	0	0.876	0.423	1
5102497	0	2	6	0	1	0	0	0.162	0.445	0
1571879	0	5	8	0	1	0	0	1	0.217	0
8412996	0	3	4	0	1	1	2	0.626	0.411	0
2406797	0	4	2	0	1	0	0	0.517	0.224	0
7183021	0	4	5	0	1	0	0	0.919	0.359	0
4378925	0	4	7	0	1	0	0	0	0	0
7731526	0	4	3	0	1	0	0	0.353	0.267	0
4622627	0	3	3	0	1	0	0	0.963	0.514	1
7310452	0	6	18	0	1	0	2	1	0.236	0
5209711	0	5	3	0	1	0	0	0.952	0.444	1
3078342	0	5	3	0	1	0	1	1	0.132	0
3244717	0	5	4	0	1	0	0	1	0.384	0
1999281	0	5	3	0	1	0	0	0.746	0.29	0
7166256	0	5	4	0	1	0	0	1	0.24	1
1837619	0	2	9	0	1	1	40	0.042	0.885	0
5358936	0	3	4	0	1	0	0	0.778	0.215	0
2634006	0	6	4	0	1	0	0	0.451	0.071	0
3105254	0	4	3	0	1	0	0	0.059	0.307	0
7403630	0	4	3	0	1	0	0	1	0.383	0
9602201	0	5	3	0	1	1	1	0.654	0.178	0
8488533	0	4	3	0	1	0	0	0.909	0.41	0
2673844	0	3	4	0	0	23	1	0.977	0.779	0
6442366	0	6	47	0	1	0	1	0.891	0.146	0
8890042	0	3	3	0	1	0	0	1	0.477	0
2053105	0	3	7	0	0	0	0	0.406	0.382	1
2533219	0	4	4	0	1	0	4	0.066	0.19	0
4914009	0	6	3	0	1	0	0	0.225	0.325	0
7315026	0	4	4	0	1	0	0	0.949	0.293	1
6061359	0	5	4	0	1	0	0	1	0.659	0
4058417	0	2	3	0	1	0	0	0.83	0.152	0
9151794	0	5	4	0	1	0	3	0.116	0.127	0
7748340	0	6	3	0	1	0	0	1	0.378	0
1769003	0	6	4	0	1	0	2	0.211	0.209	0
6883295	0	5	4	0	1	0	1	0.812	0.364	0
102928	0	3	4	0	1	0	0	0.606	0.327	0
9053975	0	2	3	15	1	2	5	0.797	0.734	0
4491887	0	3	2	0	1	0	0	0.882	0.763	0
1051526	0	5	2	0	1	0	3	0.982	0.314	0
5100551	0	6	4	0	1	0	1	0.883	0.162	0
6166387	0	3	9	0	1	0	1	0.541	0.084	0
6173727	0	5	4	0	1	0	6	0.935	0.35	0
9128940	0	4	3	0	1	0	0	0.684	0.653	0
8722070	0	2	4	0	0	0	0	0.428	0.611	0
2159696	0	6	3	0	1	0	0	0.593	0.328	0
6618273	0	5	3	0	1	0	9	0.284	0.441	0
1798512	0	6	3	0	1	1	0	0.98	0	0
104606	0	5	4	0	1	0	0	1	0.445	0
6515671	0	4	3	0	1	0	0	0.576	0.205	0
8404274	0	2	4	0	1	0	0	0.146	0.297	0
3505967	0	5	4	0	1	0	9	0.882	0.422	0
1151251	0	5	9	0	1	0	2	0.102	0.242	1
8936220	0	2	4	0	1	0	0	0.119	0.415	0
6013994	0	6	4	0	1	0	1	0.07	0.597	1
5833442	0	3	8	0	1	0	0	0.863	0.543	0
6564989	0	4	3	0	1	0	0	0.158	0.11	0
3625758	0	3	5	0	1	0	0	0	0	0
1237836	0	3	5	0	0	0	0	0.638	0.268	0
7803422	0	5	4	0	1	0	2	0.016	0.124	0
5624253	0	5	3	0	1	0	0	1	0.31	0
3563871	0	4	4	0	1	0	0	0.934	0.113	0
5845667	0	4	4	0	1	0	0	0.88	0.05	0
1171298	0	5	3	0	1	0	3	1	0.505	1
8989415	0	6	2	0	1	0	5	0.944	0.496	0
5744339	0	2	3	0	1	0	0	0.697	0	0
7164669	0	3	4	0	1	0	14	0.758	0.487	0
8808935	0	5	3	0	1	0	11	1	0.887	0
5900260	0	4	4	0	1	0	0	0.683	0.248	0
4251273	0	3	4	0	1	0	0	0.134	0.246	0
8776037	0	5	4	0	1	0	3	0.209	0.288	0
3865412	0	4	23	0	1	0	0	1	0.274	1
5028197	0	4	8	0	1	0	0	0.11	0.797	0
1517009	0	5	5	0	1	0	0	0.557	0.384	0
5372769	0	4	3	0	1	0	0	0.436	0.309	0
7949998	0	3	4	0	1	1	1	0.293	0.202	1
1170032	0	4	2	0	1	0	0	0.926	0.182	1
5310475	0	5	3	0	1	0	0	0.93	0.261	0
537065	0	3	3	0	1	0	0	0.412	0.518	0
53172	0	6	3	0	1	0	0	1	0.924	0
9394618	0	6	3	0	1	4	32	0.799	0.959	0
8748134	0	4	2	0	1	0	0	0.586	0.363	0
9675032	0	5	4	0	1	0	0	0.965	0.405	0
6050223	0	5	4	0	1	0	0	0.147	0.163	1
3575942	0	6	3	0	1	0	1	0.965	0.552	0
7486530	0	6	3	0	1	0	1	0.505	0.626	0
6905769	0	4	2	0	1	0	0	0.376	0.298	0
8295128	0	3	3	0	1	0	0	0.507	0.172	0
7473636	0	2	4	0	1	0	0	0.487	0.295	0
9672121	0	4	3	0	1	0	0	0.438	0.531	0
9164773	0	6	4	0	1	0	0	0.725	0.563	1
2249218	0	6	4	0	1	0	0	0.913	0.338	0
5940834	0	5	5	0	1	0	0	0.797	0.148	1
2217242	0	4	4	0	1	0	0	0.976	0.477	0
7042849	0	5	3	0	1	0	0	1	0.227	0
8652268	0	3	8	0	1	0	0	0.527	0.323	0
1248302	0	6	4	0	1	0	0	0.931	0.296	1
5558824	0	3	3	0	1	0	0	0.625	0.221	0
118771	0	5	7	0	1	0	5	0.513	0.406	0
8026371	0	4	8	0	1	0	0	0.216	0	0
1596540	0	2	8	0	1	1	7	1	0.471	0
3934496	0	5	3	0	1	0	0	0	0.496	0
43600	0	3	2	0	1	0	0	0.944	0.316	0
9066533	0	5	3	0	1	0	2	0.878	0.502	0
636270	0	4	4	0	1	1	0	0.253	0.598	0
401563	0	7	3	0	1	0	0	0.092	0.251	0
9213373	0	5	4	0	1	0	0	0.023	0.318	0
914837	0	5	3	0	1	0	0	0.206	0.117	0
3912064	0	3	4	0	1	1	1	0.922	0.372	1
8304436	0	4	4	0	1	0	0	0.819	0.044	0
8963539	0	5	3	0	1	0	0	0.052	0.275	0
1538183	0	3	5	0	1	0	0	0.403	0.146	0
214234	0	5	4	0	1	1	8	0.273	0.619	0
3191393	0	2	4	0	1	0	0	0	0.04	0
689343	0	3	3	0	1	0	7	0.973	0.978	0
5338135	0	4	7	0	1	0	0	1	0.007	0
9993769	1	4	4	0	0	0	0	0.449	0	0
7646276	0	3	4	0	1	0	0	0.064	0.241	0
6782886	0	2	4	0	1	0	4	0.155	0.733	0
995527	0	3	4	0	1	0	2	0.606	0.409	0
3635418	0	4	3	0	1	0	0	0.257	0.138	0
898396	0	3	4	0	1	0	1	0	0	0
3983499	0	4	3	0	1	1	0	0.13	0.664	0
900561	0	5	3	0	1	0	0	0.559	0.366	0
1611581	0	4	5	0	1	3	0	0.358	0.304	0
190659	0	4	24	0	1	0	19	1	0.64	0
1258629	0	3	4	0	1	0	0	0.414	0.366	0
3556207	0	3	3	0	1	0	0	0.082	0.478	0
5293619	0	5	4	0	1	0	0	0.067	0.172	0
1838982	0	5	3	0	1	0	0	0.055	0.677	0
2792845	0	4	3	0	1	0	0	0.925	0.587	0
1325405	0	3	4	5	1	0	0	0.101	0.405	0
107566	0	3	4	0	1	1	2	0.834	0.322	0
1927603	0	2	3	0	1	0	0	0.942	0.13	0
6948100	0	4	3	0	1	0	0	0.402	0.191	1
3938050	0	6	4	0	1	2	4	0.229	0.396	0
3317691	0	3	3	0	1	0	0	0.824	0.254	0
1973468	0	5	4	0	1	0	0	0.094	0.473	0
6502960	0	6	6	0	1	0	0	0.918	0.305	1
9153281	0	4	5	0	1	3	0	0.59	0.333	1
2216827	0	2	3	0	1	0	0	0.336	0.231	0
6347678	0	6	4	0	1	0	0	0.299	0.167	0
8545390	0	4	4	0	0	0	1	0.935	0.756	0
9176398	0	4	8	0	1	0	1	0.179	0.614	0
912419	0	3	4	0	1	0	0	0	0	0
812659	0	2	2	0	1	0	0	0.189	0.5	0
7449910	0	4	3	0	0	0	2	0.981	0.535	0
1134616	0	3	5	0	1	0	0	0.15	0.408	0
220816	0	5	3	0	1	0	0	0.33	0.208	0
8064162	0	2	29	0	0	0	0	0.503	0.185	0
3539251	0	2	26	0	1	0	0	0.605	0.534	0
8581208	0	5	9	0	1	0	0	0.571	0.356	0
1222388	0	5	3	0	1	0	0	0.668	0.344	0
5395207	0	5	3	0	1	0	0	0.011	0.495	0
4338568	0	4	58	0	1	0	0	0	0	0
9087209	0	6	3	0	1	0	0	0.974	0.007	0
1514518	0	4	2	0	1	0	3	1	0.795	0
3628197	0	4	3	0	1	0	1	0.325	0.455	0
4234995	0	2	3	0	1	0	0	0.741	0.182	0
7818492	0	4	7	0	1	0	4	0.849	0.58	0
7788142	0	3	3	0	1	0	1	1	0.372	0
1379420	0	3	3	0	1	0	0	0.698	0.495	0
5928057	0	3	3	0	1	0	14	0.08	0.505	1
7186087	0	3	4	0	0	0	2	0.935	0.564	0
2848814	0	5	3	0	1	0	0	1	0.561	0
9005757	0	4	17	0	1	0	0	0.994	0.749	0
3814726	0	3	3	0	0	0	0	0.816	0.684	0
4568427	0	6	4	0	1	0	1	0.907	0.807	0
9905129	0	6	3	0	1	0	0	0.762	0.41	0
5811275	0	4	3	0	1	0	0	1	0.13	0
4628997	0	5	3	0	1	0	0	0.988	0.169	0
877892	0	3	4	0	1	0	0	0.987	0.712	0
8009532	0	3	3	0	1	0	2	0.777	0.536	0
5382478	0	2	13	0	1	0	0	0.059	0.168	0
9722996	0	3	4	0	1	0	0	0.075	0.368	0
5772201	0	3	36	2	1	0	0	0.978	0.303	0
3544801	0	6	4	0	1	0	0	0.153	0.344	0
1011634	0	4	4	0	1	0	0	0.025	0.868	0
7035150	0	5	9	0	1	0	0	0.076	0.184	0
1928303	0	6	3	0	1	0	13	0.934	0.974	0
4593476	0	4	6	0	1	0	0	0.905	0.274	0
2572284	0	5	29	0	1	14	87	0.656	0.977	0
9060461	0	6	9	0	1	0	0	1	0.3	0
2335336	0	3	4	0	1	0	0	0	0.017	0
8664769	0	6	4	0	1	0	0	0.145	0.339	0
91040	0	4	3	0	1	0	0	0.183	0.259	0
6211952	0	4	4	0	1	0	0	0.912	0.298	0
3629039	0	4	3	0	1	0	4	0.574	0.376	0
7422210	0	3	3	0	1	0	0	0.847	0.573	0
6098972	0	4	2	0	1	0	0	0.784	0.314	0
280589	0	3	3	0	1	0	2	0.964	0.47	0
4308302	0	5	3	0	1	0	0	0.948	0.164	0
5868258	0	5	3	0	0	1	0	0.859	0.847	0
2951152	0	5	8	0	1	0	0	0.339	0.301	0
9193641	0	6	3	0	1	1	1	1	0.218	0
9682611	0	4	4	0	1	0	0	0.868	0.608	0
9960134	0	3	3	0	1	0	1	0.644	0.82	0
9020552	1	2	78	0	0	0	0	0	0	1
8572822	0	4	3	0	1	0	0	0.027	0.349	0
3810504	0	6	4	0	1	0	0	0.345	0.731	0
2048601	0	2	3	0	0	0	3	0.449	0.604	0
4694110	0	4	3	0	1	0	4	0.058	0.276	0
8931546	0	5	3	0	1	0	1	0.852	0.644	0
6463570	0	3	2	0	1	0	0	0.052	0.144	0
2518490	0	5	18	0	1	0	0	0.982	0.193	0
3403843	0	5	4	0	1	0	0	0.035	0.124	0
2060848	0	3	3	0	0	0	0	0.551	0.184	0
5699309	0	6	4	0	1	0	0	1	0.221	0
744592	0	3	3	0	1	0	0	0.678	0.565	0
2265105	0	5	3	0	1	0	0	0.689	0.831	0
3223466	0	4	3	5	1	0	0	0.272	0.275	0
3321691	0	6	3	0	1	0	10	1	0.838	0
3867442	0	3	4	0	1	0	0	0.802	0.24	0
6363792	0	4	3	0	1	0	5	1	0.342	0
4685385	0	5	8	0	1	0	0	0	0	0
4213190	0	4	3	0	1	0	0	1	0.269	0
7631422	0	5	3	0	1	0	0	0.832	0.319	0
6826898	0	4	7	0	1	0	0	0	0.213	0
644928	0	4	9	0	1	0	0	0	0.05	0
6003823	0	6	7	0	1	1	0	0.641	0.69	0
8178755	0	5	72	0	1	0	0	0	0	0
5795586	0	4	3	0	1	0	0	0.453	0.312	1
2420055	0	3	4	0	1	0	1	0.517	0.435	0
6211133	0	4	4	0	1	1	0	1	0.716	0
773305	0	3	4	0	1	0	0	0.044	0.19	0
